,user_id,item_id,item_name,playtime_forever
43418,76561197971203897,358340,Word Rescue,0.0
43419,76561197971207409,358350,Secret Agent,0.0
43420,76561197971256061,358360,Raptor: Call of the Shadows (1994 Classic Edition),0.0
43421,superhappyfriendsclub,358370,Terminal Velocity,0.0
43422,gabefoley,358380,Wacky Wheels,2.0
43423,Spludge,358390,Stargunner,0.0
43424,76561197971333742,358400,Shadow Warrior (Classic),0.0
43425,76561197971350312,358410,Rise of the Triad: Dark War,0.0
43426,76561197971362297,358420,Xenophage,0.0
43427,76561197971369024,358430,Balls of Steel,0.0
43428,76561197971395842,358440,Dark Ages,0.0
43429,76561197971399999,359850,Duke Nukem 3D,0.0
43430,76561197971402877,354040,Hypership Out of Control,11.0
43431,76561197971407276,351860,Cultures - Northland,0.0
43432,brody_mallard_au,351870,Cultures - 8th Wonder of the World,0.0
43433,76561197971440875,355180,Codename CURE,0.0
43434,76561197971458050,354900,Headcrab Frenzy!,13.0
43435,imsuchfaggot,357780,Defend Your Life,0.0
43436,76561197971495476,358650,Gryphon Knight Epic,5.0
43437,76561197971518070,359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,23.0
43438,76561197971535079,360040,Our Nation's Miner,0.0
43439,76561197971541516,360150,How To Survive Third Person,0.0
43440,76561197971559056,232090,Killing Floor 2,7.0
43441,76561197971561649,232150,Killing Floor 2 - SDK,0.0
43442,batman_and,365300,Transmissions: Element 120,65.0
43443,maxi23,365810,FLYING TIGERS: SHADOWS OVER CHINA,0.0
43444,76561197971591953,364690,SUPER DISTRO,0.0
43445,76561197971596309,367120,Seduce Me the Otome,0.0
43446,RealmEnder,368340,CrossCode,0.0
43447,icantwait,368360,60 Seconds!,111.0
43448,76561197971688382,369580,NotGTAV,65.0
43449,Mowday,370300,8-Bit Adventures: The Forgotten Journey Remastered Edition,0.0
43450,hexlaw,371180,Super 3-D Noah's Ark,3.0
43451,whitestuff,373360,Cast of the Seven Godsends - Redux,0.0
43452,76561197971799589,328730,Letter Quest: Grimm's Journey,0.0
43453,76561197971799810,373970,Letter Quest: Grimm's Journey Remastered,0.0
43454,76561197971829696,378830,The Princess' Heart,0.0
43455,Bagstar,383120,Empyrion - Galactic Survival,53.0
43456,76561197971851704,384300,CPUCores :: Maximize Your FPS,45.0
43457,76561197971861347,385150,Stranded In Time,0.0
43458,siminofantastico,385270,Jet Racing Extreme,13.0
43459,ACasualGamer,388420,In Between,0.0
43460,76561197971910709,389570,Mitos.is: The Game,28.0
43461,333333259,390970,Russian Horror Story,19.0
43462,76561197971923427,352460,Dead Realm,68.0
43463,76561197971942697,65980,Sid Meier's Civilization: Beyond Earth,4.0
43464,76561197971952198,396790,Dracula's Legacy,0.0
43465,76561197971955300,397440,Lost Legends: The Weeping Woman Collector's Edition,0.0
43466,76561197971959348,397500,Labyronia RPG 2,0.0
43467,76561197971964736,399790,Destiny Warriors,47.0
43468,76561197972067924,402020,The Park,0.0
43469,Dready,234140,Mad Max,0.0
43470,jabeii,288260,Conflicks - Revolutionary Space Battles,0.0
43471,denotin,369200,Ghost in the Shell Stand Alone Complex First Assault Online,0.0
43472,KKKCaspar,415350,Shooting Stars!,54.0
43473,judgefudge101,418120,Cally's Caves 3,71.0
43474,76561197972254490,428250,Mystery Castle: The Mirror's Secret,0.0
43475,76561197972254510,428270,Twilight City: Love as a Cure,0.0
43476,76561197972262486,428280,Mystery of Unicorn Castle: The Beastmaster,0.0
43477,NW,429050,Feed and Grow: Fish,21.0
43478,76561197972275505,427730,Who's Your Daddy,11.0
43479,76561197972286349,431240,Golf With Your Friends,77.0
43480,qaeg,432020,What's under your blanket !?,28.0
43481,beanseller,424280,Iron Snout,2.0
43482,76561197972350379,434260,My Name is Mayo,29.0
43483,scoot,434570,Blood and Bacon,223.0
43484,76561197972381630,434730,Half dead,97.0
43485,peakon,437220,The Culling,33.0
43486,76561197972403883,440730,Survival Zombies The Inverted Evolution,42.0
43487,76561197972415919,444420,24 Hours 'til Rescue,3.0
43488,76561197972438750,448250,Nuked Knight,21.0
43489,smick,449540,There's Poop In My Soup,2.0
43490,76561197972443914,310380,Fractured Space,0.0
43491,76561197972515728,461640,Sins Of The Demon RPG,0.0
43492,eskimoninja182,463350,Storm of Spears,0.0
43493,dgwkkjffjkhkhfhfskl,381210,Dead by Daylight,6338.0
43494,76561197972565304,498570,Extreme Forklifting 2,11.0
43495,76561197972588599,324810,TOXIKK,5.0
43496,76561197972619838,220,Half-Life 2,354.0
43497,GhotiTheOneTrueFish,340,Half-Life 2: Lost Coast,0.0
43498,76561197972678909,240,Counter-Strike: Source,0.0
43499,76561197972680037,320,Half-Life 2: Deathmatch,0.0
43500,76561197972695242,360,Half-Life Deathmatch: Source,0.0
43501,76561197972752669,380,Half-Life 2: Episode One,0.0
43502,76561197972758795,1520,DEFCON,58.0
43503,Soupre,3830,Psychonauts,159.0
43504,76561197972855346,4000,Garry's Mod,551.0
43505,76561197972880792,6860,Hitman: Blood Money,0.0
43506,76561197972903823,420,Half-Life 2: Episode Two,0.0
43507,76561197972906567,20,Team Fortress Classic,0.0
43508,76561197972907213,50,Half-Life: Opposing Force,0.0
43509,76561197972916497,70,Half-Life,0.0
43510,meatheads,130,Half-Life: Blue Shift,0.0
43511,girt,280,Half-Life: Source,0.0
43512,76561197972996510,2820,X3: Terran Conflict,67.0
43513,76561197973037294,17410,Mirror's Edge,199.0
43514,76561197973111769,6060,STAR WARS™ Battlefront™ II,318.0
43515,76561197973115223,25890,Hearts of Iron III,1685.0
43516,mehlikeicare,32370,STAR WARS™: Knights of the Old Republic™,293.0
43517,76561197973237094,20900,The Witcher: Enhanced Edition,317.0
43518,76561197973290663,23490,Tropico 3 - Steam Special Edition,0.0
43519,76561197973321495,32440,LEGO® Star Wars™: The Complete Saga,0.0
43520,76561197973331762,550,Left 4 Dead 2,229.0
43521,Dfeneck,223530,Left 4 Dead 2 Beta,0.0
43522,76561197973380716,32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,796.0
43523,76561197973439227,34030,Napoleon: Total War,0.0
43524,76561197973532016,8190,Just Cause 2,477.0
43525,wake-up,55000,Flotilla,0.0
43526,wux,43110,Metro 2033,0.0
43527,techvik,32470,STAR WARS™ Empire at War: Gold Pack,0.0
43528,valkryst12,34010,Alpha Protocol,0.0
43529,76561197973704397,24780,SimCity 4 Deluxe,206.0
43530,76561197973805396,8930,Sid Meier's Civilization V,24999.0
43531,76561197973809612,34330,Total War: SHOGUN 2,2902.0
43532,76561197973812297,400,Portal,216.0
43533,76561197973987952,620,Portal 2,523.0
43534,76561197974025903,20920,The Witcher 2: Assassins of Kings Enhanced Edition,190.0
43535,76561197974036386,105600,Terraria,57.0
43536,76561197974046485,107100,Bastion,598.0
43537,76561197974077859,72850,The Elder Scrolls V: Skyrim,0.0
43538,76561197974112321,55230,Saints Row: The Third,5757.0
43539,123curssin123,41070,Serious Sam 3: BFE,26.0
43540,Mickman,202200,Galactic Civilizations II: Ultimate Edition,915.0
43541,76561197974144141,201310,X3: Albion Prelude,203.0
43542,76561197974152366,203770,Crusader Kings II,515.0
43543,76561197974165317,22380,Fallout: New Vegas,0.0
43544,76561197974166217,207170,Legend of Grimrock,836.0
43545,76561197974176814,102600,Orcs Must Die!,627.0
43546,girvo,204880,Sins of a Solar Empire: Rebellion,0.0
43547,76561197974206602,105800,PixelJunk Eden,0.0
43548,76561197974245101,207350,Ys Origin,408.0
43549,76561197974261803,200390,Oil Rush,106.0
43550,76561197974339442,12750,GRID,0.0
43551,76561197974394924,214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,0.0
43552,76561197974396963,50300,Spec Ops: The Line,0.0
43553,76561197974400211,208140,Endless Space,3281.0
43554,kmkzboi,206440,To the Moon,0.0
43555,cuntball,20500,Red Faction: Guerrilla Steam Edition,0.0
43556,mike899,20530,Red Faction,0.0
43557,Menace0,20550,Red Faction II,0.0
43558,skippah,55110,Red Faction: Armageddon,0.0
43559,tandoru,215280,The Secret World,0.0
43560,76561197974528884,730,Counter-Strike: Global Offensive,437.0
43561,76561197974550763,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,369.0
43562,metam,212680,FTL: Faster Than Light,2313.0
43563,tony24o,49520,Borderlands 2,9104.0
43564,76561197974649431,200710,Torchlight II,540.0
43565,anomaly_au,219150,Hotline Miami,0.0
43566,Sapperman,91600,Sanctum,1075.0
43567,76561197974745554,205100,Dishonored,0.0
43568,evildenzel,200510,XCOM: Enemy Unknown,5152.0
43569,76561197974818460,4920,Natural Selection 2,0.0
43570,76561197974877185,211400,Deadlight,0.0
43571,76561197974897259,17460,Mass Effect,0.0
43572,NoNaMe_2NV,24980,Mass Effect 2,0.0
43573,76561197975018849,201790,Orcs Must Die! 2,0.0
43574,FuhrerSheep,35720,Trine 2,35.0
43575,maddock,236390,War Thunder,3121.0
43576,76561197975074330,286080,Thinking with Time Machine,0.0
43577,76561197975080433,225420,Cities in Motion 2,166.0
43578,bunnybash,233450,Prison Architect,1355.0
43579,EelLeumas,227160,Kinetic Void,1515.0
43580,76561197975161675,44350,GRID 2,0.0
43581,laktos,230700,La-Mulana,0.0
43582,theultimatedan,210770,Sanctum 2,528.0
43583,76561197975220344,219740,Don't Starve,0.0
43584,alyxle,322330,Don't Starve Together,0.0
43585,76561197975257912,234650,Shadowrun Returns,1239.0
43586,_Tarciryan,202270,Leviathan: Warships,45.0
43587,76561197975296603,220200,Kerbal Space Program,2831.0
43588,Bhugor,204450,Call of Juarez Gunslinger,0.0
43589,76561197975349280,233980,Unepic,0.0
43590,chewyujie,206190,Gunpoint,0.0
43591,76561197975390353,223830,Xenonauts,84.0
43592,76561197975448382,241600,Rogue Legacy,15.0
43593,Tymelord,242820,140,34.0
43594,76561197975513068,233250,Planetary Annihilation,209.0
43595,GMCamulos,95000,Super Splatters,0.0
43596,76561197975589727,244850,Space Engineers,0.0
43597,Brbarbera,239030,"Papers, Please",31.0
43598,76561197975627080,248800,Dysfunctional Systems: Learning to Manage Chaos,68.0
43599,76561197975675487,222940,THE KING OF FIGHTERS XIII STEAM EDITION,0.0
43600,Pixelated_Lady,206420,Saints Row IV,0.0
43601,76561197975702441,249650,Blackguards,0.0
43602,76561197975743566,241240,Contraption Maker,0.0
43603,76561197975767904,238320,Outlast,0.0
43604,minion291366,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",0.0
43605,wootbeast,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",0.0
43606,Rustyshotz,9310,"Warhammer 40,000: Dawn of War – Winter Assault",0.0
43607,76561197975869516,9450,"Warhammer 40,000: Dawn of War – Soulstorm",0.0
43608,76561197975889289,15620,"Warhammer® 40,000™: Dawn of War® II",0.0
43609,76561197975902935,20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",0.0
43610,76561197975905289,56400,"Warhammer® 40,000™: Dawn of War® II – Retribution™",0.0
43611,76561197975914394,251060,Wargame: Red Dragon,346.0
43612,ehmt,251490,Gravity Ghost,0.0
43613,jddcef,251730,Legend of Grimrock 2,0.0
43614,Quickflex,251990,Long Live The Queen,0.0
43615,76561197975959500,231310,MirrorMoon EP,0.0
43616,76561197975973976,255370,KickBeat Steam Edition,0.0
43617,76561197975976316,255870,PixelJunk™ Shooter,0.0
43618,michael-harry,242050,Assassin's Creed IV Black Flag,0.0
43619,76561197975995761,209370,Analogue: A Hate Story,513.0
43620,76561197975995773,239700,Hate Plus,546.0
43621,Commodore_HP,233130,Shadow Warrior,98.0
43622,76561197975995833,255520,Viscera Cleanup Detail: Shadow Warrior,0.0
43623,76561197975997490,249330,Unholy Heights,318.0
43624,alphabromega,257850,Hyper Light Drifter,65.0
43625,76561197976038086,42910,Magicka,334.0
43626,76561197976038088,245470,Democracy 3,451.0
43627,76561197976038096,221910,The Stanley Parable,7.0
43628,76561197976038120,262060,Darkest Dungeon,1897.0
43629,76561197976038132,105450,Age of Empires® III: Complete Collection,64.0
43630,76561197976038146,221380,Age of Empires II: HD Edition,0.0
43631,76561197976038158,263620,Mitsurugi Kamui Hikae,105.0
43632,76561197976086430,264140,Pixel Piracy,26.0
43633,chevo,227300,Euro Truck Simulator 2,0.0
43634,76561197976176459,215530,The Incredible Adventures of Van Helsing,225.0
43635,76561197976250649,266210,One Way Heroics,0.0
43636,76561197976268368,249050,Dungeon of the Endless,240.0
43637,zekeugle,235460,METAL GEAR RISING: REVENGEANCE,66.0
43638,76561197976298863,271240,Offworld Trading Company,1297.0
43639,76561197976312826,7670,BioShock,0.0
43640,76561197976351378,8850,BioShock 2,0.0
43641,76561197976370411,8870,BioShock Infinite,0.0
43642,muttox,409710,BioShock Remastered,0.0
43643,burningfeetman,409720,BioShock 2 Remastered,0.0
43644,howdoesitfuckingfeel,244450,Men of War: Assault Squad 2,0.0
43645,76561197976470005,237990,The Banner Saga,99.0
43646,phoenixlaef,274310,Always Sometimes Monsters,0.0
43647,nathanwaters,222880,Insurgency,0.0
43648,76561197976498814,278930,Gigantic Army,20.0
43649,76561197976501171,281990,Stellaris,3157.0
43650,roid_junkie,283680,Astebreed,0.0
43651,76561197976514230,284460,DeadCore,28.0
43652,Nextworldgamer,286160,Tabletop Simulator,0.0
43653,76561197976546662,287600,Sunset,0.0
43654,76561197976546912,290300,Rebel Galaxy,968.0
43655,Shoemaker_oz,261510,Tesla Effect,0.0
43656,cazisk,201810,Wolfenstein: The New Order,0.0
43657,76561197976600774,294860,Valkyria Chronicles™,0.0
43658,76561197976602369,289130,Endless Legend,178.0
43659,76561197976630246,298520,Orbital Gear,9.0
43660,bbq8688,238460,BattleBlock Theater,0.0
43661,76561197976651572,237930,Transistor,555.0
43662,76561197976684435,300550,Shadowrun: Dragonfall - Director's Cut,1632.0
43663,fastarms,300570,Infinifactory,770.0
43664,76561197976706281,203140,Hitman: Absolution,0.0
43665,76561197976710626,205930,Hitman: Sniper Challenge,0.0
43666,Giac,286690,Metro 2033 Redux,73.0
43667,sifcole,287390,Metro: Last Light Redux,0.0
43668,Moeziz,65790,Arma: Cold War Assault,50.0
43669,76561197976743212,244160,Homeworld Remastered Collection,686.0
43670,76561197976760672,214170,Divine Divinity,0.0
43671,jr10,219760,Beyond Divinity,0.0
43672,zv_odd,230230,Divinity: Original Sin (Classic),4259.0
43673,huxtee,373420,Divinity: Original Sin Enhanced Edition,34.0
43674,yekim333,302380,Floating Point,10.0
43675,76561197976834608,13520,Far Cry,0.0
43676,76561197976844137,19900,Far Cry 2,0.0
43677,76561197976921600,220240,Far Cry® 3,0.0
43678,76561197976937690,233270,Far Cry® 3 Blood Dragon,0.0
43679,76561197976939762,240760,Wasteland 2,0.0
43680,bigchetti,259130,Wasteland 1 - The Original Classic,0.0
43681,moz83,404730,Wasteland 2: Director's Cut,383.0
43682,kqtninja,312530,Duck Game,0.0
43683,76561197977001272,313730,Sunrider: Mask of Arcadius,733.0
43684,dayze,313740,Sakura Spirit,27.0
43685,sillyBillY,316180,A City Sleeps,0.0
43686,Joop86au,317400,Portal Stories: Mel,69.0
43687,76561197977039440,205020,Lumino City,0.0
43688,76561197977046979,205790,Dota 2 Test,0.0
43689,ispofdoom,238010,Deus Ex: Human Revolution - Director's Cut,2870.0
43690,76561197977084867,322500,SUPERHOT,111.0
43691,idreallyhatehahga,6550,Devil May Cry 3: Special Edition,0.0
43692,sprinklesaus,45700,Devil May Cry 4,0.0
43693,dtziDH,323850,Move or Die,0.0
43694,bias_chatz,307690,Sleeping Dogs: Definitive Edition,0.0
43695,ang3lfire,327310,The Marvellous Miss Take,0.0
43696,nmcdiv,327410,A Bird Story,34.0
43697,axe_cop,329490,Phantom Breaker: Battle Grounds,0.0
43698,phongus,211420,Dark Souls: Prepare to Die Edition,0.0
43699,76561197977243925,331670,The Jackbox Party Pack,134.0
43700,76561197977282894,335300,DARK SOULS™ II: Scholar of the First Sin,0.0
43701,76561197977316974,257510,The Talos Principle,0.0
43702,76561197977318183,250900,The Binding of Isaac: Rebirth,77.0
43703,76561197977332733,304650,Sunless Sea,169.0
43704,BigBangGameerss,246070,Hack 'n' Slash,0.0
43705,76561197977367980,246090,Spacebase DF-9,552.0
43706,76561197977389534,341800,Keep Talking and Nobody Explodes,168.0
43707,76561197977401845,342380,Sakura Angels,0.0
43708,76561197977404907,344850,Big Pharma,39.0
43709,76561197977438012,291650,Pillars of Eternity,1077.0
43710,76561197977452866,255710,Cities: Skylines,2771.0
43711,76561197977457292,334420,Out There: Ω Edition,301.0
43712,76561197977459968,357340,Cobalt,0.0
43713,76561197977470893,261640,Borderlands: The Pre-Sequel,379.0
43714,76561197977471499,359320,Elite Dangerous,0.0
43715,RAYMONDLY100,226840,Age of Wonders III,1294.0
43716,76561197977507720,369990,"Gremlins, Inc.",745.0
43717,helenangel,292030,The Witcher 3: Wild Hunt,0.0
43718,76561197977560920,346940,Shadowrun: Hong Kong - Extended Edition,548.0
43719,76561197977578328,65980,Sid Meier's Civilization: Beyond Earth,425.0
43720,moutopher,397460,The Jackbox Party Pack 2,199.0
43721,76561197977579279,427520,Factorio,2227.0
43722,76561197977579823,207140,SpeedRunners,0.0
43723,76561197977744891,394360,Hearts of Iron IV,9742.0
43724,76561197977766054,19900,Far Cry 2,0.0
43725,fulton_nimrod,17430,Need for Speed: Undercover,38.0
43726,Tobicles,4560,Company of Heroes,1.0
43727,dangermouse3,9340,Company of Heroes: Opposing Fronts,1.0
43728,76561197977901970,20540,Company of Heroes: Tales of Valor,11.0
43729,76561197977945661,228200,Company of Heroes (New Steam Version),4722.0
43730,76561197977960751,7830,Men of War,202.0
43731,76561197977975557,8170,Battlestations: Pacific,91.0
43732,76561197977976937,6060,STAR WARS™ Battlefront™ II,19.0
43733,76561197977981554,25890,Hearts of Iron III,88.0
43734,76561197978029286,33230,Assassin's Creed II,0.0
43735,76561197978080794,8190,Just Cause 2,215.0
43736,76561197978099561,33910,Arma 2,209.0
43737,76561197978116037,33930,Arma 2: Operation Arrowhead,48884.0
43738,76561197978171598,219540,Arma 2: Operation Arrowhead Beta (Obsolete),6070.0
43739,76561197978182952,12210,Grand Theft Auto IV,0.0
43740,76561197978190313,12220,Grand Theft Auto: Episodes from Liberty City,0.0
43741,76561197978192175,48190,Assassin's Creed Brotherhood,0.0
43742,76561197978247812,15620,"Warhammer® 40,000™: Dawn of War® II",1288.0
43743,Houlzy,20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",14.0
43744,76561197978343898,56400,"Warhammer® 40,000™: Dawn of War® II – Retribution™",601.0
43745,76561197978352187,620,Portal 2,48.0
43746,shibalsheki,20920,The Witcher 2: Assassins of Kings Enhanced Edition,0.0
43747,76561197978376932,9350,Supreme Commander,0.0
43748,M4d_Muff1n,9420,Supreme Commander: Forged Alliance,1141.0
43749,godzillam9,204880,Sins of a Solar Empire: Rebellion,5591.0
43750,76561197978531408,20500,Red Faction: Guerrilla Steam Edition,334.0
43751,ambosse,20530,Red Faction,0.0
43752,elchig,20550,Red Faction II,0.0
43753,76561197978745599,55110,Red Faction: Armageddon,0.0
43754,76561197978779212,208480,Assassin's Creed® III,0.0
43755,76561197978787778,220240,Far Cry® 3,3.0
43756,76561197978806444,227300,Euro Truck Simulator 2,1734.0
43757,76561197978824409,228400,ACE COMBAT™ ASSAULT HORIZON Enhanced Edition,12.0
43758,jonnydredd,236390,War Thunder,23061.0
43759,76561197978973162,243870,Tom Clancy's Ghost Recon Phantoms - NA,2.0
43760,76561197979006356,223750,DCS World,110.0
43761,76561197979024052,224580,Arma 2: DayZ Mod,5408.0
43762,SirReginaldBrah,233450,Prison Architect,3698.0
43763,76561197979108175,227680,StarForge,212.0
43764,76561197979120125,6850,Hitman 2: Silent Assassin,0.0
43765,76561197979144632,6860,Hitman: Blood Money,0.0
43766,76561197979146237,6900,Hitman: Codename 47,0.0
43767,76561197979214305,203140,Hitman: Absolution,1295.0
43768,76561197979239304,205930,Hitman: Sniper Challenge,0.0
43769,76561197979266534,226700,Infestation: Survivor Stories Classic,11.0
43770,76561197979315591,43160,Metro: Last Light,694.0
43771,76561197979325152,220200,Kerbal Space Program,13257.0
43772,freeskinseu,72850,The Elder Scrolls V: Skyrim,333.0
43773,76561197979343730,231430,Company of Heroes 2,6771.0
43774,Spinaloko,244850,Space Engineers,29227.0
43775,76561197979380136,91310,Dead Island,18.0
43776,76561197979381101,216250,Dead Island Riptide,170.0
43777,76561197979397301,218620,PAYDAY 2,11189.0
43778,Jaiby890,209000,Batman™: Arkham Origins,0.0
43779,DelichoiceS,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",0.0
43780,76561197979404033,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",112.0
43781,76561197979426656,9310,"Warhammer 40,000: Dawn of War – Winter Assault",0.0
43782,76561197979445894,9450,"Warhammer 40,000: Dawn of War – Soulstorm",394.0
43783,rrrohan,252490,Rust,983.0
43784,76561197979489134,255010,MAGIX Music Maker 2014 Premium,511.0
43785,76561197979497909,107410,Arma 3,49206.0
43786,wyldcam,241540,State of Decay,851.0
43787,76561197979547256,49520,Borderlands 2,1571.0
43788,76561197979552509,263280,Spintires,1855.0
43789,76561197979566346,367690,Spintires Editor,0.0
43790,76561197979580256,265930,Goat Simulator,23.0
43791,76561197979636483,221100,DayZ,2375.0
43792,cAstieL88888888,8930,Sid Meier's Civilization V,2118.0
43793,76561197979649624,244450,Men of War: Assault Squad 2,1294.0
43794,76561197979710927,222880,Insurgency,541.0
43795,76561197979713028,246620,Plague Inc: Evolved,168.0
43796,76561197979745311,265120,Meridian: New World,14.0
43797,Technosis,302240,Chernobyl Commando,0.0
43798,76561197979797596,304930,Unturned,419.0
43799,76561197979809945,58610,Wargame: European Escalation,0.0
43800,76561197979837382,222750,Wargame: AirLand Battle,1366.0
43801,umbra_,251060,Wargame: Red Dragon,644.0
43802,76561197979924366,313160,Farming Simulator 15,4992.0
43803,KillaD,227940,Heroes & Generals,175.0
43804,alchemistz,4700,Medieval II: Total War,0.0
43805,76561197979998851,4760,Rome: Total War,0.0
43806,76561197980035388,10500,Empire: Total War,0.0
43807,nextleveldesigns,34030,Napoleon: Total War,0.0
43808,sageywagey,34330,Total War: SHOGUN 2,224.0
43809,crazykarma89,211160,Viking: Battle for Asgard,0.0
43810,76561197980120522,214950,Total War: ROME II - Emperor Edition,10054.0
43811,76561197980201792,217060,Total War Battles: SHOGUN,0.0
43812,melor,730,Counter-Strike: Global Offensive,1021.0
43813,compache,298110,Far Cry 4,864.0
43814,76561197980304746,346110,ARK: Survival Evolved,16720.0
43815,76561197980336697,407530,ARK: Survival Of The Fittest,0.0
43816,triso,349700,Aftermath,59.0
43817,76561197980450404,377160,Fallout 4,8503.0
43818,76561197980499742,236110,Dungeon Defenders II,31.0
43819,lan-k1,280790,Creativerse,49.0
43820,76561197980540633,271590,Grand Theft Auto V,2298.0
43821,wandlustn,3830,Psychonauts,0.0
43822,steamgurad,4000,Garry's Mod,14358.0
43823,x45,2990,FlatOut 2,45.0
43824,76561197980714285,7940,Call of Duty 4: Modern Warfare,270.0
43825,zakeyy,2700,RollerCoaster Tycoon 3: Platinum!,9384.0
43826,76561197980745829,13540,Tom Clancy's Rainbow Six: Vegas,32.0
43827,76561197980765740,12360,FlatOut: Ultimate Carnage,0.0
43828,ShmiK,12200,Bully: Scholarship Edition,2753.0
43829,76561197980811560,22300,Fallout 3,1154.0
43830,76561197980811624,17480,Command and Conquer: Red Alert 3,113.0
43831,csw,17410,Mirror's Edge,0.0
43832,76561197980871761,20540,Company of Heroes: Tales of Valor,0.0
43833,76561197980886661,228200,Company of Heroes (New Steam Version),10.0
43834,76561197980894730,6060,STAR WARS™ Battlefront™ II,7534.0
43835,Chippy_McNeish,6080,Thrillville: Off the Rails,1482.0
43836,stooged,10180,Call of Duty: Modern Warfare 2,0.0
43837,bloodcrazz,10190,Call of Duty: Modern Warfare 2 - Multiplayer,0.0
43838,76561197981007982,11450,Overlord,68.0
43839,76561197981082890,12710,Overlord: Raising Hell,0.0
43840,citizenzed,12810,Overlord II,0.0
43841,76561197981186943,550,Left 4 Dead 2,17275.0
43842,Surpriseme,223530,Left 4 Dead 2 Beta,0.0
43843,76561197981222617,41000,Serious Sam HD: The First Encounter,80.0
43844,76561197981223119,40100,Supreme Commander 2,1871.0
43845,mongoose234,16700,Stronghold Crusader Extreme HD,0.0
43846,76561197981277493,40950,Stronghold HD,0.0
43847,76561197981308870,40960,Stronghold 2,1742.0
43848,76561197981342937,40970,Stronghold Crusader HD,0.0
43849,TkTk2468,40980,Stronghold Legends,0.0
43850,76561197981381850,31280,Poker Night at the Inventory,332.0
43851,mattroberts,55140,MX vs. ATV Reflex,2581.0
43852,shteamguy,113200,The Binding of Isaac,537.0
43853,76561197981451472,205790,Dota 2 Test,0.0
43854,xquasar,22380,Fallout: New Vegas,4412.0
43855,Zanctus,110800,L.A. Noire,265.0
43856,76561197981468927,204180,Waveform,0.0
43857,76561197981510206,204100,Max Payne 3,161.0
43858,76561197981538010,115320,PROTOTYPE 2,808.0
43859,76561197981562253,214360,Tower Wars,225.0
43860,76561197981562769,234740,Tower Wars Editor,0.0
43861,76561197981573006,200260,Batman: Arkham City GOTY,860.0
43862,tdesherek,219150,Hotline Miami,167.0
43863,76561197981583409,201790,Orcs Must Die! 2,3124.0
43864,Herzeleid_,223470,POSTAL 2,286.0
43865,Hobojangles,203140,Hitman: Absolution,0.0
43866,76561197981799903,205930,Hitman: Sniper Challenge,0.0
43867,vivasinpena,218680,Scribblenauts Unlimited,0.0
43868,76561197981891772,212480,Sonic & All-Stars Racing Transformed,5391.0
43869,76561197981904869,57690,Tropico 4,1817.0
43870,76561197981937943,225260,Brütal Legend,495.0
43871,blitz001,203160,Tomb Raider,0.0
43872,76561197982077051,1500,Darwinia,0.0
43873,76561197982096874,1510,Uplink,0.0
43874,76561197982124018,1520,DEFCON,0.0
43875,theoneiceman,1530,Multiwinia,0.0
43876,76561197982159818,233450,Prison Architect,9676.0
43877,76561197982170343,233720,Surgeon Simulator,166.0
43878,76561197982177820,72850,The Elder Scrolls V: Skyrim,11986.0
43879,killingfriendly,231430,Company of Heroes 2,301.0
43880,beautiful666,12100,Grand Theft Auto III,1.0
43881,76561197982236384,12110,Grand Theft Auto: Vice City,1811.0
43882,Th3_Illusion,12120,Grand Theft Auto: San Andreas,2707.0
43883,lukutis,12210,Grand Theft Auto IV,161.0
43884,76561197982286681,12220,Grand Theft Auto: Episodes from Liberty City,0.0
43885,xandercruise,12230,Grand Theft Auto III,0.0
43886,76561197982304601,12240,Grand Theft Auto: Vice City,0.0
43887,76561197982343797,12250,Grand Theft Auto: San Andreas,0.0
43888,76561197982363029,239030,"Papers, Please",2911.0
43889,76561197982383570,214560,Mark of the Ninja,286.0
43890,76561197982405185,218620,PAYDAY 2,19942.0
43891,76561197982422966,209000,Batman™: Arkham Origins,0.0
43892,dagger4k,239820,Game Dev Tycoon,1626.0
43893,76561197982477990,250320,The Wolf Among Us,574.0
43894,76561197982489067,219640,Chivalry: Medieval Warfare,5520.0
43895,76561197982545834,232210,Patch testing for Chivalry,5080.0
43896,76561197982545852,252490,Rust,5304.0
43897,76561197982587661,249870,Scribblenauts Unmasked,0.0
43898,browntown,245620,Tropico 5,1675.0
43899,76561197982630470,242050,Assassin's Creed IV Black Flag,0.0
43900,TerryTateCYS,233130,Shadow Warrior,0.0
43901,d1o5,255520,Viscera Cleanup Detail: Shadow Warrior,0.0
43902,76561197982742447,243470,Watch_Dogs,956.0
43903,76561197982775710,49520,Borderlands 2,9693.0
43904,coogeeman,261110,Killer is Dead,2669.0
43905,76561197982839649,44350,GRID 2,760.0
43906,76561197982851284,266010,LYNE,1564.0
43907,76561197982854253,266840,Age of Mythology: Extended Edition,4365.0
