,genres,app_name,title,release_date,price,id,developer
14804,['Racing'],NASCAR '15 2016 Season Update,NASCAR '15 2016 Season Update,2016-08-29,Free,515300,Eutechnyx
14805,"['Adventure', 'Indie']",Last Will,Last Will,2016-08-29,8.99,453720,Lizard Factory
14806,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Thorne - Son of Slaves (Ep.2),Thorne - Son of Slaves (Ep.2),2016-08-26,2.99,461360,Thorne Games
14807,"['Action', 'Adventure', 'Indie']",Parvaneh: Legacy of the Light's Guardians,Parvaneh: Legacy of the Light's Guardians,2016-08-26,9.99,353990,Bearded Bird Game Studio
14808,"['Indie', 'RPG', 'Simulation', 'Strategy']",Tavernier,Tavernier,2016-08-25,2.99,517370,From The Bard
14809,"['Adventure', 'Indie', 'RPG']",The Life Of Greather,The Life Of Greather,2016-08-25,1.99,503830,GreatherGames
14810,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",The Hive,The Hive,2016-08-25,9.99,325730,Skydome Entertainment
14811,['Strategy'],Black Moon Chronicles,Black Moon Chronicles,1999-01-01,5.99,501500,Cryo Interactive
14812,['Action'],N++ (NPLUSPLUS),N++ (NPLUSPLUS),2016-08-25,14.99,230270,Metanet Software Inc.
14813,['Strategy'],Master of Orion,Master of Orion,2016-02-26,29.99,298050,NGD Studios
14814,['Indie'],Super Switch,Super Switch,2016-08-25,1.99,521430,David Mulder
14815,['Strategy'],Master of Orion 3,Master of Orion 3,2003-02-25,9.99,410990,Quicksilver Software
14816,"['Action', 'Simulation', 'Strategy']",Assault Squad 2: Men of War Origins,Assault Squad 2: Men of War Origins,2016-08-25,19.99,274440,Digitalmindsoft
14817,"['Adventure', 'Indie']",Pan-Pan,Pan-Pan,2016-08-25,12.99,471920,Spelkraft
14818,"['Adventure', 'Casual']",Final Cut: Death on the Silver Screen Collector's Edition,Final Cut: Death on the Silver Screen Collector's Edition,2016-08-25,9.99,514740,Eipix Entertainment
14819,"['Casual', 'Free to Play', 'Indie']",You Have 10 Seconds 2,You Have 10 Seconds 2,2016-08-24,Free To Play,521570,Tamationgames
14820,"['Adventure', 'Indie']",Pan-Pan Soundtrack,Pan-Pan Soundtrack,2016-08-25,2.99,508270,Spelkraft
14821,"['Casual', 'Strategy']",Fritz 14: Chessbase Power Play Tutorial v1 by Daniel King - Mating Patterns,Fritz 14: Chessbase Power Play Tutorial v1 by Daniel King - Mating Patterns,2016-08-25,29.99,517750,ChessBase
14822,"['Casual', 'Strategy']",Fritz 14: Chessbase Power Play Tutorial v2 by Daniel King - Attacking the King,Fritz 14: Chessbase Power Play Tutorial v2 by Daniel King - Attacking the King,2016-08-25,29.99,517751,ChessBase
14823,"['Casual', 'Strategy']",Fritz 14: Chessbase Power Play Tutorial v3 by Daniel King - Pawn Storm,Fritz 14: Chessbase Power Play Tutorial v3 by Daniel King - Pawn Storm,2016-08-25,29.99,517752,ChessBase
14824,"['Casual', 'Strategy']",Fritz for Fun 13: Chessbase Power Play Tutorial v1 by Daniel King - Mating Patterns,Fritz for Fun 13: Chessbase Power Play Tutorial v1 by Daniel King - Mating Patterns,2016-08-25,29.99,517760,Chessbase
14825,"['Casual', 'Strategy']",Fritz for Fun 13: Chessbase Power Play Tutorial v2 by Daniel King - Attacking the King,Fritz for Fun 13: Chessbase Power Play Tutorial v2 by Daniel King - Attacking the King,2016-08-25,29.99,517761,Chessbase
14826,"['Casual', 'Strategy']",Fritz for Fun 13: Chessbase Power Play Tutorial v3 by Daniel King - Pawn Storm,Fritz for Fun 13: Chessbase Power Play Tutorial v3 by Daniel King - Pawn Storm,2016-08-25,29.99,517762,Chessbase
14827,"['Action', 'Casual', 'Indie']",Kapsul Infinite,Kapsul Infinite,2016-08-25,3.99,518680,Luke O'Connor
14828,"['Indie', 'RPG', 'Simulation']",Maraiyum: Rise of the Setting Sun,Maraiyum: Rise of the Setting Sun,2015-08-01,9.99,503290,Humdrum Software LLC
14829,['Simulation'],Fernbus Simulator,Fernbus Simulator,2016-08-25,34.99,427100,TML-Studios
14830,['Indie'],Timore 5,Timore 5,2016-08-25,7.99,521210,Vidas Salavejus
14831,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",The Storm Guard: Darkness is Coming,The Storm Guard: Darkness is Coming,2016-08-25,19.99,409910,Bitmen Studios
14832,"['Adventure', 'Casual', 'Indie']",Virginia,Virginia,2016-09-22,9.99,374030,Variable State
14833,['Simulation'],Train Simulator: Springfield Line: Springfield – New Haven Route Add-On,Train Simulator: Springfield Line: Springfield – New Haven Route Add-On,2016-08-25,39.99,325992,Virtual New Haven Railroad
14834,"['Action', 'Indie', 'Simulation']",Nightork Adventures - Beyond the Moons of Shadalee,Nightork Adventures - Beyond the Moons of Shadalee,2016-08-23,1.99,493780,Warptear Entertainment
14835,['Indie'],Amihailu in Dreamland,Amihailu in Dreamland,2015-02-15,Free,497090,Delmunsoft
14836,['Adventure'],Dangerous Relationship,Dangerous Relationship,2016-08-23,15.99,494460,Dogenzaka Lab
14837,['Action'],Mighty No. 9 - Retro Hero,Mighty No. 9 - Retro Hero,2016-08-24,2.99,364220,"Comcept,Inti Creates"
14838,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - 90's Rock Song Pack,FourChords Guitar Karaoke - 90's Rock Song Pack,2016-08-23,Free,519910,Musopia
14839,"['Action', 'Adventure', 'Indie']",Momento Temporis: Light from the Deep,Momento Temporis: Light from the Deep,2016-10-27,4.99,496310,Burning Ice Games
14840,"['Casual', 'Indie', 'Simulation', 'Strategy']",Just Deserts - School Uniform Set,Just Deserts - School Uniform Set,2016-08-24,1.99,517292,Vifth Floor
14841,"['Casual', 'Indie']",Flat Path,Flat Path,2016-08-24,0.99,512740,GooDCrafter
14842,"['Casual', 'Indie', 'Simulation', 'Strategy']",Just Deserts - Sleepwear Costume Set,Just Deserts - Sleepwear Costume Set,2016-08-24,1.99,517291,Vifth Floor
14843,"['Casual', 'Indie', 'Simulation', 'Strategy']",Just Deserts - Swimwear Set,Just Deserts - Swimwear Set,2016-08-24,1.99,517290,Vifth Floor
14844,"['Casual', 'Free to Play', 'Indie', 'Strategy']",Picross Touch,Picross Touch,2016-08-24,Free,476460,Jon Gallant
14845,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",The Pirate: Caribbean Hunt,The Pirate: Caribbean Hunt,2016-08-24,Free To Play,512470,Home Net Games
14846,['Simulation'],FSX Steam Edition: YMML Melbourne International Airport Add-On,FSX Steam Edition: YMML Melbourne International Airport Add-On,2016-08-24,24.99,494524,Orbx
14847,"['Action', 'Adventure', 'Indie']",Valley,Valley,2016-08-24,19.99,378610,Blue Isle Studios
14848,"['Action', 'Adventure', 'Indie']",Valley - Soundtrack,Valley - Soundtrack,2016-08-24,6.99,494420,Blue Isle Studios
14849,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Custom Town,Custom Town,2016-08-24,0.99,517700,Christian Merz
14850,"['Adventure', 'Casual']",New York Mysteries: The Lantern of Souls,New York Mysteries: The Lantern of Souls,2016-08-24,6.99,511140,FIVE-BN GAMES
14851,"['Indie', 'Strategy']",Galactic Civilizations III - Altarian Prophecy DLC,Galactic Civilizations III - Altarian Prophecy DLC,2016-08-23,3.99,495371,Stardock Entertainment
14852,['Strategy'],SkyBoats,SkyBoats,2016-08-23,7.99,510780,BrainGoodGames
14853,['Simulation'],FSX Steam Edition: Boeing B-29 Superfortress™ Add-On,FSX Steam Edition: Boeing B-29 Superfortress™ Add-On,2016-08-23,12.99,471899,Virtavia
14854,['Simulation'],FSX Steam Edition: Rockwell B-1B Lancer™ Add-On,FSX Steam Edition: Rockwell B-1B Lancer™ Add-On,2016-08-23,16.99,491490,Virtavia
14855,"['Action', 'Indie']",Galactic Fighters,Galactic Fighters,2016-09-15,2.99,513960,StarworkGC
14856,"['Action', 'Indie', 'Strategy']",Tower Dwellers,Tower Dwellers,2016-08-23,6.99,461860,ECC GAMES SP. Z O.O.
14857,"['Action', 'Indie', 'RPG']",Tempest: Pirate Action RPG,Tempest: Pirate Action RPG,2016-08-22,14.99,418180,Lion's Shade
14858,"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - The Ceres Initiative DLC,Offworld Trading Company - The Ceres Initiative DLC,2016-08-22,4.99,511450,Mohawk Games
14859,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",Wills and Wonders,Wills and Wonders,2016-08-22,9.99,513060,On The Wall Entertainment
14860,['Simulation'],Ultimate Arena,Ultimate Arena,2016-08-22,2.99,385240,Triverske
14861,"['Action', 'Indie', 'RPG']",Crawlers and Brawlers,Crawlers and Brawlers,2016-08-22,4.99,462860,"Ugly Beard Games, LLC"
14862,"['Casual', 'Indie']",Happy Pong,Happy Pong,2013-03-16,2.99,504260,Poppgames
14863,['Action'],Mission Pack 2: Extreme Battle,Mission Pack 2: Extreme Battle,2016-08-22,11.99,411380,SANDLOT
14864,"['Indie', 'Simulation']",Backstage Pass,Backstage Pass,2016-08-22,29.99,288220,sakevisual
14865,"['Adventure', 'Indie']",Metrico+,Metrico+,2016-08-23,13.99,373990,Digital Dreams
14866,"['Free to Play', 'Indie', 'Strategy']",Duelyst,Duelyst,2016-08-23,Free To Play,291410,Counterplay Games Inc.
14867,"['Adventure', 'Casual', 'Indie', 'Strategy']",Happy Empire,Happy Empire,2016-08-19,2.99,513990,AEL Entertainment
14868,['Simulation'],TS Marketplace: Gresley Coach Pack 02,TS Marketplace: Gresley Coach Pack 02,2016-08-19,4.99,295205,Matrix Trains
14869,['Simulation'],TS Marketplace: Gresley Coach Pack 01,TS Marketplace: Gresley Coach Pack 01,2016-08-19,4.99,295204,Matrix Trains
14870,"['Indie', 'Massively Multiplayer', 'RPG']",The Black Watchmen - Mother Russia,The Black Watchmen - Mother Russia,2016-08-19,4.99,397370,Alice &amp; Smith
14871,['Simulation'],TS Marketplace: Gresley Coach Pack 03,TS Marketplace: Gresley Coach Pack 03,2016-08-19,4.99,295206,Matrix Trains
14872,"['Indie', 'RPG']","Max, an Autistic Journey","Max, an Autistic Journey",2016-08-19,5.99,511630,Professional Imagination
14873,"['Indie', 'RPG', 'Simulation', 'Strategy']",Hero Generations: ReGen,Hero Generations: ReGen,2016-08-19,14.99,443260,Heart Shaped Games LLC
14874,"['Action', 'Strategy']",Uprising 2: Lead and Destroy,Uprising 2: Lead and Destroy,1998-12-31,6.99,514050,Cyclone Studios
14875,"['Adventure', 'Indie', 'Strategy']",Guards,Guards,2016-08-19,4.99,460340,Battlecruiser Games
14876,"['Casual', 'Indie']",Plates,Plates,2016-08-19,0.99,497680,maasgdev
14877,"['Indie', 'Simulation']",G Prime,G Prime,2016-08-19,9.99,497430,Soma Games
14878,"['Adventure', 'Indie', 'RPG']",Machinations: Fog of War,Machinations: Fog of War,2016-08-19,3.99,517240,Hosted Games
14879,"['Action', 'Casual', 'Indie']",Hooligan Vasja,Hooligan Vasja,2016-08-19,0.99,515910,Trident Game Studio
14880,"['Adventure', 'Casual']",Spirits of Mystery: Amber Maiden Collector's Edition,Spirits of Mystery: Amber Maiden Collector's Edition,2016-08-19,9.99,514760,ERS Games Studio
14881,"['Adventure', 'Casual', 'Indie']",Wish -tale of the sixteenth night of lunar month-,Wish -tale of the sixteenth night of lunar month-,2016-08-19,7.99,392370,Migiha
14882,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Second Coming,Second Coming,2017-02-09,9.99,474880,"Seen in a Dream,KLURA Design"
14883,"['Simulation', 'Early Access']",Hardware Engineers,Hardware Engineers,2016-08-22,9.99,485900,Green127
14884,['Indie'],Citadel 1986 OST,Citadel 1986 OST,2016-08-17,Free,513040,Clockwork Pixels
14885,"['Adventure', 'Casual', 'Indie', 'RPG']",PANIC at Multiverse High!,PANIC at Multiverse High!,2016-08-17,4.99,515000,DoubleBear Productions
14886,"['Action', 'Indie']",KILL,KILL,2016-08-15,5.99,515900,Ragnar
14887,"['Casual', 'Indie', 'Racing', 'Simulation']",J.U.R : Japan Underground Racing,J.U.R : Japan Underground Racing,2016-08-13,4.99,513930,JDM4iK
14888,"['Action', 'Adventure', 'Indie', 'RPG']",Super GunWorld 2,Super GunWorld 2,2016-05-13,7.99,514220,m07games
14889,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Disgraced Resource Toolkit DLC,Disgraced Resource Toolkit DLC,2016-08-17,2.99,489090,Corrosive Studios LLC
14890,"['Action', 'Adventure', 'Indie', 'Early Access']",Caretaker Sacrifice,Caretaker Sacrifice,2016-08-17,3.99,426240,Xiotex Studios Ltd
14891,['Strategy'],Archipelago,Archipelago,2016-08-17,0.99,513720,Dima Kiva
14892,"['Action', 'Casual', 'Indie', 'Early Access']",Adventure Of Thieves,Adventure Of Thieves,2016-08-19,0.99,511610,Binarystudio 54
14893,"['Action', 'Adventure', 'Indie']",The Last,The Last,2016-08-20,7.99,511230,Mateusz Kuliś
14894,"['Action', 'Adventure', 'Indie', 'RPG']",The Girl and the Robot,The Girl and the Robot,2016-08-17,9.99,270070,Flying Carpets Games
14895,"['Action', 'Casual', 'Indie']",Click Space Miner,Click Space Miner,2016-08-18,4.99,513770,SimplexGameStudio
14896,"['Casual', 'Indie']",Orbital X,Orbital X,2016-08-18,2.99,514650,Filippo Ceffa
14897,['Indie'],Sparky's Hunt,Sparky's Hunt,2016-08-18,0.99,514520,Luke Cripps
14898,"['Casual', 'Indie']",BitRay2,BitRay2,2016-08-18,0.99,512450,Lagun Victor
14899,"['Action', 'Indie', 'Strategy']",Okhlos: Omega,Okhlos: Omega,2016-08-18,12.99,400180,Coffee Powered Machine
14900,"['Action', 'Indie', 'Strategy']",Okhlos - Encyclopedia,Okhlos - Encyclopedia,2016-08-18,0.99,509031,Coffee Powered Machine
14901,"['Action', 'Indie', 'Strategy']",Okhlos - Prototypes,Okhlos - Prototypes,2016-08-18,0.99,509032,Coffee Powered Machine
14902,['Strategy'],"Warhammer 40,000: Armageddon - Da Orks","Warhammer 40,000: Armageddon - Da Orks",2016-08-18,19.99,455340,"Flashback Games,The Lordz Games Studio"
14903,"['Action', 'Indie', 'Early Access']",Combat Core,Combat Core,2016-08-18,15.99,405670,MABManZ
14904,"['Action', 'Adventure']",Just Cause™ 3 DLC: Bavarium Sea Heist Pack,Just Cause™ 3 DLC: Bavarium Sea Heist Pack,2016-08-18,5.99,442051,Avalanche Studios
14905,"['Action', 'Free to Play', 'Indie']",Clean'Em Up,Clean'Em Up,2012-07-13,Free To Play,351410,"Amidos,Big O,Bauer"
14906,"['Adventure', 'Indie', 'Strategy']",The Three Of Us,The Three Of Us,2016-08-18,4.99,502560,Machine 22
14907,"['Adventure', 'Casual']",Mystery Case Files®: 13th Skull™ Collector's Edition,Mystery Case Files®: 13th Skull™ Collector's Edition,2016-08-18,9.99,514700,Big Fish Games
14908,['Adventure'],Malus Code - Original Soundtrack,Malus Code - Original Soundtrack,2016-08-16,2.99,514320,"M2 Co.,LTD"
14909,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",Girl Amazon Survival,Girl Amazon Survival,2016-08-16,2.99,372750,Kobra Studio
14910,"['RPG', 'Strategy']",Champions of Anteria™,Champions of Anteria™,2016-08-30,29.99,374520,Blue Byte
14911,['Casual'],Flowers -Le volume sur printemps-,Flowers -Le volume sur printemps-,2016-08-17,19.99,452440,Innocent Grey
14912,"['Action', 'Adventure']",No Man's Sky,No Man's Sky,2016-08-12,59.99,275850,Hello Games
14913,"['Action', 'Adventure', 'Indie', 'RPG']",The Girl and the Robot - Music and Digital Art Book,The Girl and the Robot - Music and Digital Art Book,2016-08-12,3.99,506720,Flying Carpets Games
14914,"['Indie', 'RPG']",Siralim 2,Siralim 2,2016-08-12,14.99,464620,Thylacine Studios
14915,"['Indie', 'RPG']",Siralim 2 - Soundtrack,Siralim 2 - Soundtrack,2016-08-12,3.99,509500,Thylacine Studios
14916,"['Indie', 'Simulation', 'Strategy']",8-Bit Hordes,8-Bit Hordes,2016-08-12,14.99,497850,Petroglyph
14917,"['Indie', 'Simulation', 'Strategy']",8-Bit Hordes - Soundtrack,8-Bit Hordes - Soundtrack,2016-08-12,3.99,510530,Petroglyph
14918,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Genius Greedy Mouse,Genius Greedy Mouse,2016-08-12,4.99,485640,"Space Fractal,TempleTiger"
14919,['Indie'],Fabric,Fabric,2016-08-12,9.99,489660,Torreng Labs
14920,"['Casual', 'Indie', 'Strategy']",Abrix for kids,Abrix for kids,2016-08-12,4.99,486880,EJRGames
14921,"['RPG', 'Strategy']",Forgotten Heroes,Forgotten Heroes,2016-08-12,0.99,510220,Epic Fire
14922,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",In Celebration of Violence,In Celebration of Violence,2016-08-12,7.99,509570,Julian Edison
14923,"['Adventure', 'Indie', 'RPG']",Daughter of Shadows: An SCP Breach Event - Friend and Foe Expansion,Daughter of Shadows: An SCP Breach Event - Friend and Foe Expansion,2016-08-12,0.99,495510,Blackrose Industries
14924,"['Action', 'Indie', 'Simulation', 'Strategy']",ROD: Revolt Of Defense,ROD: Revolt Of Defense,2016-08-12,0.99,508600,Hostel Games
14925,['Adventure'],Arkham Nightmares,Arkham Nightmares,2016-06-18,2.99,513810,Tim Rachor
14926,"['Adventure', 'Casual']",Green Moon 2,Green Moon 2,2016-08-14,4.99,513260,Hooligans Entertainment
14927,['Action'],The God's Chain,The God's Chain,2016-08-15,7.99,504490,CRASS Studios
14928,"['Casual', 'Indie']",Oh No! Bugs!,Oh No! Bugs!,2016-08-14,0.99,513980,Doomster Entertainment
14929,['Adventure'],My Butler,My Butler,2016-08-14,9.99,494470,Dogenzaka Lab
14930,"['Free to Play', 'RPG', 'Strategy']",Wartune,Wartune,2016-07-18,Free To Play,451230,7 Road
14931,"['Action', 'Casual', 'Indie']",Kuraburo Kai,Kuraburo Kai,2016-08-15,4.99,500760,syuuyuusya
14932,"['Casual', 'Indie', 'Strategy']",Brick Battalion,Brick Battalion,2016-08-15,9.99,496850,Scoria Studios
14933,"['Action', 'Indie', 'Strategy']",Meridian: Squad 22,Meridian: Squad 22,2016-08-11,14.99,451400,Elder Games
14934,['Simulation'],Train Simulator: Berlin - Leipzig Route Add-On,Train Simulator: Berlin - Leipzig Route Add-On,2016-08-11,39.99,376943,Aerosoft GmbH
14935,['Simulation'],FSX Steam Edition - Night Environment: British Isles Add-On,FSX Steam Edition - Night Environment: British Isles Add-On,2016-08-11,24.99,433740,Chris Bell – Creative Design Studios
14936,"['Casual', 'Strategy']",Fantastic 4 In A Row 2,Fantastic 4 In A Row 2,2016-08-15,1.99,514470,EnsenaSoft
14937,"['Adventure', 'Casual']",Enigmatis 3: The Shadow of Karkhala,Enigmatis 3: The Shadow of Karkhala,2016-08-11,9.99,495110,Artifex Mundi
14938,"['Adventure', 'Indie', 'RPG', 'Simulation']",Reigns - Songs of Reigns: Interactive OST,Reigns - Songs of Reigns: Interactive OST,2016-08-11,0.99,512622,Nerial
14939,"['Adventure', 'Indie', 'RPG', 'Simulation']",Reigns - Soundtrack,Reigns - Soundtrack,2016-08-11,0.99,512620,Nerial
14940,"['Adventure', 'Indie', 'RPG', 'Simulation']",Reigns - Companion Book,Reigns - Companion Book,2016-08-11,0.99,512621,Nerial
14941,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Kimulator : Fight for your destiny,Kimulator : Fight for your destiny,2016-06-20,1.99,475430,Bmc Studio
14942,"['Action', 'Indie', 'Early Access']",Copy Kitty,Copy Kitty,2016-08-11,9.99,349250,Nuclear Strawberry
14943,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Early Access']",Redemption,Redemption,2016-08-11,14.99,330880,"Move Games Co., Ltd."
14944,"['Casual', 'Indie']",Spikit,Spikit,2016-08-09,0.99,509110,Blastoid Entertainment
14945,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dungeon Fighter Online,Dungeon Fighter Online,2016-08-09,Free To Play,495910,Neople
14946,"['Action', 'Adventure', 'Free to Play', 'RPG']",Dungeon Fighter Online: Play More Pack,Dungeon Fighter Online: Play More Pack,2016-08-09,0.99,495930,Neople
14947,"['Action', 'Free to Play', 'RPG']",Dungeon Fighter Online: Beginner Pack,Dungeon Fighter Online: Beginner Pack,2016-08-09,4.99,495920,Neople
14948,"['Action', 'Casual', 'Indie']",Blade Ballet Soundtrack,Blade Ballet Soundtrack,2016-08-09,4.99,510600,DreamSail Games
14949,"['Action', 'Adventure', 'Indie']",Heart&Slash Soundtrack,Heart&amp;Slash Soundtrack,2016-08-09,9.99,469740,AHEARTFULOFGAMES
14950,"['Adventure', 'Casual']",Dark Parables: The Exiled Prince Collector's Edition,Dark Parables: The Exiled Prince Collector's Edition,2016-08-09,9.99,499100,Blue Tea Games
14951,"['Adventure', 'Casual']",Dark Parables: The Red Riding Hood Sisters Collector's Edition,Dark Parables: The Red Riding Hood Sisters Collector's Edition,2016-08-09,9.99,499120,Blue Tea Games
14952,"['Adventure', 'Casual']",Dark Parables: Rise of the Snow Queen Collector's Edition,Dark Parables: Rise of the Snow Queen Collector's Edition,2016-08-09,9.99,499110,Blue Tea Games
14953,"['Casual', 'Simulation', 'Sports', 'Strategy']",Baseball Mogul Diamond,Baseball Mogul Diamond,2015-04-03,11.99,507080,"Sports Mogul, Inc."
14954,"['Adventure', 'Indie']",Through Abandoned 2. The Forest,Through Abandoned 2. The Forest,2016-08-09,2.99,513340,Solved
14955,"['Action', 'Casual', 'Indie']",Shiperoids,Shiperoids,2017-07-30,0.99,510070,Frizzank
14956,"['Casual', 'Indie', 'Simulation', 'Strategy']",GoVenture MICRO BUSINESS,GoVenture MICRO BUSINESS,2016-08-09,9.99,510380,MediaSpark
14957,"['RPG', 'Strategy']",Night Vigil,Night Vigil,2016-08-08,4.99,509910,Drew Radley
14958,"['Free to Play', 'Massively Multiplayer', 'Strategy']",Galaxy Control: 3D Strategy,Galaxy Control: 3D Strategy,2016-08-10,Free To Play,435440,FX Games Media
14959,['Casual'],Koi-Koi Japan : UKIYOE tours Vol.1,Koi-Koi Japan : UKIYOE tours Vol.1,2016-08-10,1.99,510610,Zoo Corporation
14960,"['Action', 'Indie']",Throne Rushers,Throne Rushers,2016-08-10,1.99,492830,Dynow Studio
14961,"['Adventure', 'Indie']",Invisible Mind,Invisible Mind,2016-08-10,4.99,502090,VGstudio
14962,"['Action', 'Indie']",Handsome Mr. Frog,Handsome Mr. Frog,2016-08-08,0.99,508990,Cowboy Color
14963,"['Audio Production', 'Utilities']",Voice Again,Voice Again,2016-08-08,19.99,497160,Screaming Bee
14964,"['Action', 'Indie']",Valkyrius Prime,Valkyrius Prime,2016-08-08,7.99,493670,Iridescent Games
14965,"['Casual', 'Free to Play', 'Indie', 'Simulation']",Driftwood The Visual Novel,Driftwood The Visual Novel,2016-08-02,Free To Play,510750,Wakagana
14966,"['Indie', 'Racing']",Bears Can't Drift!?,Bears Can't Drift!?,2016-08-08,9.99,338040,Arran Langmead
14967,"['Casual', 'Indie', 'Strategy']",MANIC MINERS,MANIC MINERS,2016-08-08,2.99,511070,maddma
14968,"['Design &amp; Illustration', 'Utilities']",Virtual Battlemap DLC - Caves,Virtual Battlemap DLC - Caves,2016-08-08,12.99,510400,Dragom
14969,"['Action', 'RPG']",Plancon: Space Conflict,Plancon: Space Conflict,2016-08-08,6.99,461940,HeroCraft
14970,"['Action', 'Adventure', 'Indie', 'RPG']",Devoured Time,Devoured Time,2016-08-08,3.99,356870,CRACKED PISTON LLC 2014
14971,['Action'],Mission Pack 1: Time of the Mutants,Mission Pack 1: Time of the Mutants,2016-08-08,11.99,410780,SANDLOT
14972,"['Action', 'Indie']",Quip Anomaly,Quip Anomaly,2016-08-08,1.99,506470,mentics
14973,"['Action', 'Adventure', 'Casual', 'Indie']",Lucius Demake,Lucius Demake,2016-08-08,4.99,364230,Shiver Games
14974,['Simulation'],Train Simulator: ÖBB 4023 ‘Talent' EMU Add-On,Train Simulator: ÖBB 4023 ‘Talent' EMU Add-On,2016-08-09,24.99,376951,RSSLO
14975,"['Free to Play', 'Massively Multiplayer', 'RPG']",Tree of Savior - Novice Pack for NA Servers,Tree of Savior - Novice Pack for NA Servers,2016-08-09,9.99,512910,"IMCGAMES Co.,Ltd."
14976,"['Free to Play', 'Massively Multiplayer', 'RPG']",Tree of Savior - Novice Pack for EU Servers,Tree of Savior - Novice Pack for EU Servers,2016-08-09,9.99,512911,"IMCGAMES Co.,Ltd."
14977,"['Free to Play', 'Massively Multiplayer', 'RPG']",Tree of Savior - Novice Pack for SA Servers,Tree of Savior - Novice Pack for SA Servers,2016-08-09,5.99,512913,"IMCGAMES Co.,Ltd."
14978,"['Free to Play', 'Massively Multiplayer', 'RPG']",Tree of Savior - Novice Pack for SEA Servers,Tree of Savior - Novice Pack for SEA Servers,2016-08-09,5.99,512912,"IMCGAMES Co.,Ltd."
14979,"['Action', 'Adventure', 'Indie']",Lolly Joe,Lolly Joe,2016-08-05,2.99,436060,Peter Valencia
14980,"['Action', 'Indie']",Random Access Murder,Random Access Murder,2016-08-05,2.99,438790,Team Murder
14981,"['Adventure', 'Casual']",Kisaragi no Hougyoku,Kisaragi no Hougyoku,2010-01-30,3.99,502990,"Waiting for you guys,Infinitemangastudios"
14982,"['Casual', 'Indie']",Star Fields,Star Fields,2016-08-06,0.99,499420,AG media
14983,"['Action', 'Casual', 'Indie']",Reptilian Rebellion,Reptilian Rebellion,2016-08-08,0.99,461760,Herrero Games
14984,['Adventure'],Office lovers,Office lovers,2016-08-07,15.99,494450,Dogenzaka Lab
14985,"['Adventure', 'Indie', 'RPG']",Framed Wings,Framed Wings,2016-08-06,3.99,479140,Kodama Games
14986,"['Action', 'Adventure', 'Casual', 'Indie']",Selma and the Wisp,Selma and the Wisp,2016-08-04,9.99,495980,Toucan Studio
14987,"['Action', 'Adventure', 'Indie']",Lil Big Invasion,Lil Big Invasion,2016-08-04,1.99,491240,Andreas Britten
14988,"['Adventure', 'Casual', 'RPG']",FARIA: Ghosts of the Stream,FARIA: Ghosts of the Stream,2016-08-04,0.99,504670,Faria
14989,"['Animation &amp; Modeling', 'Design &amp; Illustration']","Punch! ViaCAD 2D/3D v9 - Tips, Tutorials, and Techniques eBook","Punch! ViaCAD 2D/3D v9 - Tips, Tutorials, and Techniques eBook",2016-08-04,24.99,504120,Evolution Software
14990,"['Action', 'Casual', 'Strategy']",Krinkle Krusher,Krinkle Krusher,2016-08-04,9.99,435010,Ilusis Interactive Graphics
14991,"['Casual', 'Indie']",Save Jesus,Save Jesus,2016-08-04,1.99,509220,Almighty Games
14992,"['Action', 'Indie', 'RPG']",Star Project,Star Project,2016-08-04,1.99,501900,Spectrum Games
14993,"['Adventure', 'Casual', 'Indie']",Door To Door,Door To Door,2016-08-02,4.99,416200,CD Jones
14994,"['Free to Play', 'Indie']",You Have 10 Seconds,You Have 10 Seconds,2016-07-14,Free To Play,510050,tamationgames
14995,"['Action', 'Casual', 'Indie']",Pinga Ponga,Pinga Ponga,2016-08-03,0.99,509960,Mustache Games
14996,"['Action', 'Adventure', 'Indie']",The Way - Soundtrack,The Way - Soundtrack,2016-08-02,6.99,363640,Puzzling Dream
14997,['Simulation'],FSX Steam Edition: C-17 Globemaster III™ Add-On,FSX Steam Edition: C-17 Globemaster III™ Add-On,2016-08-02,24.99,471891,Virtavia
14998,"['Action', 'Indie']",Disorder - Soundtrack,Disorder - Soundtrack,2016-08-02,1.99,409740,Swagabyte Games
14999,"['Casual', 'Indie']",Tricky Towers,Tricky Towers,2016-08-02,14.99,437920,WeirdBeard
