,genres,app_name,price_x,item_id,developer,user_id,playtime_forever,recommend,sentiment_analysis,genres_encoded
88716,"Action, Adventure, Indie",Despair,0.99,368990,AGC,bumcraft123,299.0,True,2,28
88728,"Action, Free to Play, Indie",Quintet,Free,340350,Carmine T. Guida,76561198172227327,1.0,False,1,76
88734,"Action, Adventure, Casual, Indie, Strategy",Pongo,0.99,369000,Drixy Games,76561198067119402,167.0,True,2,16
88736,"Action, Casual, Free to Play, Indie",Rustbucket Rumble,Free,351140,Reactor Zero,64512328,10.0,False,2,54
88746,Utilities,Controller Companion,2.99,367670,Koga Tech Limited,76561198089665351,4.0,True,2,292
88749,Action,Wolfenstein: The Old Blood,19.99,350080,MachineGames,76561198040641436,464.0,True,2,0
88767,"Action, Adventure, Indie, Early Access",Black Mesa,19.99,362890,Crowbar Collective,76561198046848291,338.0,True,2,29
88859,"Action, Casual, Indie, Sports, Strategy",ROCKETSROCKETSROCKETS,6.99,289760,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",76561197999613236,456.0,True,2,70
88863,"Adventure, Casual, Free to Play, Indie, Simulation",One Manga Day,0,365070,DeXP,henzo800,45.0,True,2,151
88864,"Action, Indie, Strategy",GemCraft - Chasing Shadows,9.99,296490,Game in a Bottle,jd7851,190.0,True,2,126
88866,"Action, Free to Play, Massively Multiplayer, Strategy",Block N Load,0,299360,"Jagex,Artplant",76561198060672192,10.0,True,1,97
89412,"Action, Indie",Canabalt,2.99,358960,"Finji,Kittehface Software",76561198025495478,30.0,True,2,102
89413,"Action, Free to Play",METAL SLUG DEFENSE,0,356310,SNK CORPORATION,76561198061723814,227.0,False,2,74
89423,"Indie, Simulation, Strategy, Early Access",Software Inc.,13.99,362620,Coredumping,76561198081438874,29.0,True,2,268
89426,"Action, Adventure, Casual, Indie, RPG",Time Ramesside (A New Reckoning),4.99,290650,Panzer Gaming Studios,76561198042422937,154.0,False,0,11
89427,"Indie, RPG, Strategy",Chroma Squad,14.99,251130,Behold Studios,FullTimeSilver3,145.0,True,2,259
89430,"Indie, Simulation, Strategy, Early Access",Basement,9.99,340150,Halfbus,wallinhojr,187.0,False,2,268
89440,Indie,Narcissu 1st & 2nd,Free,264380,stage-nana,76561197970542592,103.0,True,2,249
89461,"Action, RPG, Simulation",State of Decay: YOSE,29.99,329430,Undead Labs,dusk2,185.0,True,2,131
89472,"Indie, Simulation",Kerbal Space Program,39.99,220200,Squad,coproduction,120.0,True,2,263
89766,"Indie, RPG, Strategy",Shadowrun Chronicles - Boston Lockdown,19.99,267750,Cliffhanger Productions,melonmaniac,307.0,True,1,259
89770,"Action, Indie, Strategy",Verdun,24.99,242860,"M2H,Blackmill Games",76561198077337646,120.0,True,1,126
90046,Action,STAR WARS™: TIE Fighter Special Edition,9.99,355250,Totally Games,76561198090310237,238.0,True,0,0
90048,"Action, Adventure, Indie, RPG",Shantae and the Pirate's Curse,19.99,345820,WayForward,beautifulgu00d,686.0,True,2,35
90052,"Action, Adventure",Assassin’s Creed® Chronicles: China,9.99,354380,Climax Studios,arskicka,83.0,True,0,1
90056,"Action, Indie",404Sight,0,361630,Retro Yeti Games,robquit,37.0,True,2,102
90086,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access",Survival: Postapocalypse Now,4.99,351290,TB Games,76561198066084176,15.0,True,0,34
90111,"Action, Adventure",Grand Theft Auto V,39.99,271590,Rockstar North,Jaxon1049,9119.0,True,1,1
91113,Action,Mortal Kombat X,19.99,307780,"NetherRealm Studios,High Voltage Software",76561198072094518,357.0,True,2,0
91305,"Action, Adventure, Indie, RPG, Strategy, Early Access",Escape Machines,0.99,363490,Mint Age Studios,76561198072411281,215.0,False,2,41
91310,"Indie, Strategy",StarDrive 2,29.99,252450,Zero Sum Games,76561198052924959,26.0,True,0,270
91312,"Action, Adventure, Indie, Simulation",I am Bread,12.99,327890,Bossa Studios,76561198038397345,34.0,True,0,43
91392,"Action, Indie",Primal Carnage: Extinction,12.99,321360,"Circle Five Studios,Pub Games",76561198032422851,851.0,True,2,102
91404,"Action, Indie, Early Access",Space Beast Terror Fright,14.99,357330,nornware AB,76561198088844840,672.0,True,1,104
91405,"Action, Indie, RPG, Simulation, Strategy",VoidExpanse,14.99,324260,AtomicTorch Studio,76561198053521572,425.0,True,2,111
91406,"Action, Adventure, Indie",Titan Souls,14.99,297130,Acid Nerve,LightningRod,199.0,True,0,28
91422,"Action, Adventure, Simulation",theHunter: Primal,9.99,322920,"Expansive Worlds,Avalanche Studios",76561198038397345,58.0,True,2,49
91472,RPG,Pillars of Eternity,29.99,291650,Obsidian Entertainment,76561198063119247,4155.0,False,0,273
91526,"Casual, Indie","Please, Don’t Touch Anything",4.99,354240,Four Quarters,waderussell4,23.0,True,2,204
91559,"Adventure, Casual, Free to Play, Indie",Voices from the Sea,4.99,348620,Zeiva Inc,76561198101324119,38.0,True,2,147
91563,"Indie, RPG",Doom & Destiny,9.99,318130,Heartbit Interactive,76561198078336140,148.0,True,2,254
91564,"Adventure, Casual, Indie, Simulation",Orbit HD,0.99,356380,Brainchild,76561198069178587,2.0,True,2,158
91566,"Action, Adventure, Casual, Indie","It came from space, and ate our brains",9.99,342620,Triangle Studios,rofldogsz,194.0,True,2,10
91568,"Adventure, Casual, Indie, Simulation",Dyscourse,14.99,234920,Owlchemy Labs,76561198090487980,171.0,True,2,158
91571,"Action, Adventure, Indie, Massively Multiplayer, RPG",Immune - True Survival,0.99,348670,vidiludi games and entertainment,76561198008551473,202.0,True,2,30
91574,"Action, Indie, RPG, Sports",Karate Master 2 Knock Down Blow,9.99,347670,Crian Soft,aksaafan,63.0,False,0,112
91575,"Massively Multiplayer, RPG",The Elder Scrolls® Online: Tamriel Unlimited™,19.99,306130,Zenimax Online Studios,jdrocks,1329.0,False,2,272
91715,"Action, Casual, Indie",Chicken Invaders 5,4.99,353090,InterAction studios,lockorockstar,238.0,True,2,63
91716,"Action, Indie",Zombie Kill of the Week - Reborn,6.99,342300,Still Running,oishigreenteaisaverynicedrink,13.0,True,0,102
91719,"Action, Adventure",Assassin’s Creed® Rogue,19.99,311560,"Ubisoft Sofia,Ubisoft Kiev",CapyOfficial,790.0,True,2,1
91737,"Simulation, Strategy",Cities: Skylines,29.99,255710,Colossal Order Ltd.,76561198055094875,246.0,True,2,283
92010,"Action, Indie",Hotline Miami 2: Wrong Number,14.99,274170,Dennaton Games,Jamessss,68.0,True,0,102
92126,"Adventure, Free to Play, Indie",Invisible Apartment,23.96,351790,"Milan Kazarka,Jeroen van Oosten",76561198082245636,1.0,False,2,164
92132,"Indie, RPG",Pregnancy,1.99,351900,Locomotivah,huahuehuahuee,17.0,True,2,254
92133,"Action, Adventure, Indie, Simulation, Early Access",Savage Lands,14.99,307880,"Signal Studios,Smart Ghost",76561198079316689,40.0,True,2,44
92190,"Adventure, Casual, Indie",Plug & Play,2.99,353560,"Mario von Rickenbach,Michael Frei",the_floor,13.0,True,2,153
92200,Action,Zombie Army Trilogy,44.99,301640,Rebellion,jacowarlock,249.0,True,0,0
92268,"Action, Indie, Simulation",Five Nights at Freddy's 3,7.99,354140,Scott Cawthon,danbanter,85.0,True,0,120
92308,"Casual, Indie, RPG, Strategy",Runestone Keeper,9.99,339400,Blackfire Games,76561198070109756,223.0,True,2,207
92309,Indie,The Deer God,14.99,328940,"Crescent Moon Games,Cinopt Studios",76561198130206911,17.0,True,2,249
92313,Action,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,14.99,222440,"SNK CORPORATION,Code Mystics",crazybushman,10101.0,True,1,0
92316,"Free to Play, Indie",how do you Do It?,0,353360,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",76561197989363919,7.0,True,2,225
92334,"Adventure, Indie, RPG",Greyfox RPG,1.99,341310,Lesley Dodd,jewhue,91.0,True,2,175
92346,"Action, Indie, Sports",Robot Roller-Derby Disco Dodgeball,9.99,270450,Erik Asmussen,kuikim,347.0,True,2,125
92368,"Action, Indie, Simulation, Strategy, Early Access",Medieval Engineers,19.99,333950,Keen Software House,76561198091229557,98.0,True,2,124
92468,"Action, Indie, Strategy",Reassembly,14.99,329130,Anisoptera Games,76561198076958594,3241.0,True,2,126
92472,"Adventure, Indie",Decay: The Mare,9.99,323720,Shining Gate Software,76561198059699169,8.0,True,2,171
92473,"Action, Adventure, Indie, Simulation, Strategy",The Escapists,17.99,298630,Mouldy Toof Studios,76561198082179266,27.0,True,1,45
92773,"Action, Indie",David.,1.99,346180,Fermenter Games,76561198023905821,19.0,True,2,102
92777,Strategy,Total War: ATTILA,44.99,325610,Creative Assembly,76561198087417568,288.0,True,2,287
92857,"Action, Free to Play",Evolve Stage 2,0,273350,Turtle Rock Studios,PabloSanches,58.0,True,2,74
93751,"Action, Adventure, Casual, Indie",Tasty Blue,5.99,345200,Dingo Games,76561198091726764,238.0,True,2,10
93752,"Racing, Simulation, Sports",Stock Car Extreme,14.99,273840,Reiza Studios,76561198049213233,56.0,True,1,279
93753,Adventure,Tokyo School Life,14.99,320760,"M2 Co.,LTD",76561198071417682,705.0,True,0,144
93757,"Action, Indie, Early Access",TerraTech,19.99,285920,Payload Studios,76561198007801380,1427.0,False,0,104
93784,"Action, Adventure, Indie, RPG, Simulation, Strategy",Survivalist,4.99,340050,Bob the Game Development Bot,realranick121,64.0,True,0,38
93791,"Adventure, Indie",The Interview,1.99,348380,Anothink,76561198072687452,43.0,False,0,171
93795,Simulation,Cities XXL,9.99,313010,Focus Home Interactive,TheGameRogue,124.0,False,1,281
93797,"Casual, Indie, Strategy",Particula,0.99,343360,Microblast Games,Bandishrooms,126.0,True,1,213
93807,"Adventure, Casual, Indie",CAFE 0 ~The Drowned Mermaid~,6.99,335660,roseVeRte,Punixa,202.0,False,1,153
93808,"RPG, Strategy",Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,29.99,282900,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",NUZXD,2029.0,True,2,276
93865,"Action, Adventure",Life is Strange - Episode 1,Free,319630,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",jimmyarcexd,37.0,True,2,1
94180,"Free to Play, Indie, Massively Multiplayer",Transformice,0,335240,Atelier 801,tongtel,8.0,True,2,226
94448,"Action, Indie",Stardust Vanguards,3.99,341530,Zanrai Interactive,76561198069603865,292.0,True,2,102
94450,"Indie, Simulation, Early Access",Besiege,7.99,346010,Spiderling Studios,talove112345,464.0,True,2,264
94858,"Action, Free to Play, Indie",Gear Up,0,214420,Doctor Entertainment AB,76561198085996419,347.0,False,2,76
95326,"RPG, Strategy",Heroes® of Might & Magic® III - HD Edition,14.99,297000,DotEmu,76561198133788871,228.0,False,2,276
95329,"Adventure, Casual, Free to Play, Indie",The Old Tree,0,346250,Red Dwarf Games,kltc,4.0,True,1,147
95339,"Action, RPG",Dying Light,39.99,239140,Techland,redddu,669.0,True,2,130
95623,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",8BitMMO,0,250420,Archive Entertainment,76561198255656942,5.0,False,0,21
95851,Adventure,Grim Fandango Remastered,14.99,316790,Double Fine Productions,nubquake123,42.0,True,2,144
95875,Action,Phantom Breaker: Battle Grounds,11.99,329490,MAGES. Inc.,76561198052466984,203.0,True,0,0
95883,"Free to Play, Indie, Strategy, Early Access",CaesarIA,0,327640,rdt.32,870711,144.0,True,2,235
95897,"Action, Indie, Strategy",Survivor Squad,2.99,258050,Endless Loop Studios,queenmuck,133.0,True,2,126
95903,Action,Saints Row: Gat out of Hell,14.99,301910,"Deep Silver Volition,High Voltage Software",76561197996741396,437.0,True,2,0
95993,"Action, Free to Play, Indie",Echoes+,0,338000,"Binary Zoo,The Game Creators",Hayjack,32.0,True,2,76
96001,"Adventure, Indie",Disillusions Manga Horror,0.99,343270,StephenAllen,Tigers28,65.0,False,2,171
96002,"Adventure, Casual, Indie",Teddy Floppy Ear - Kayaking,4.99,340310,Forever Entertainment S. A.,Cabey64,213.0,True,2,153
96005,"Adventure, Casual, Indie",Retention,0.99,339470,Sometimes You,76561198042621968,143.0,False,1,153
96006,"Indie, Strategy","War, the Game",6.99,322900,GabberGames.com,JVAM,1285.0,True,2,270
96009,"RPG, Strategy",Warhammer Quest,14.99,326670,"Rodeo Games,Twistplay",76561198049649087,874.0,False,0,276
96010,"Action, Adventure, Indie, RPG, Early Access",GRAV,19.99,332500,"BitMonster, Inc.",EndofMedia,360.0,True,2,36
96095,"Indie, Massively Multiplayer, RPG, Early Access",The Repopulation,19.99,322300,IF Studios,76561198061604395,1441.0,False,0,252
96096,Simulation,Microsoft Flight Simulator X: Steam Edition,24.99,314160,Microsoft Game Studios,76561198032260429,293.0,True,2,281
96135,Action,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,14.99,222420,"SNK CORPORATION,Code Mystics",76561198082003203,1481.0,False,1,0
96138,"Action, Adventure, Indie",The Talos Principle,39.99,257510,Croteam,76561198055646476,194.0,True,2,28
96178,"Action, Free to Play",Brick-Force,0,335330,Exe Games Inc.,76561198083879520,37.0,False,0,74
96338,"Action, Adventure",LARA CROFT AND THE TEMPLE OF OSIRIS™,19.99,289690,Crystal Dynamics,Marixtao,1.0,False,0,1
96352,"Adventure, Free to Play, Massively Multiplayer, RPG",School of Dragons,0,332070,"JumpStart Games, Inc.",dead5,1.0,True,1,168
96457,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",StarMade,14.99,244770,"Schine, GmbH",76561198082992295,15.0,False,0,39
96514,"Indie, RPG, Strategy",Dead State: Reanimated,19.99,239840,DoubleBear Productions,iTz_STEPO,46.0,True,2,259
96532,"Action, Indie",Thief Town,7.99,331220,Glass Knuckle Games,fakelo_0ne,1.0,True,2,102
96533,Adventure,fault - milestone one,14.99,286260,ALICE IN DISSONANCE,76561198040977828,593.0,True,2,144
96534,"Action, Massively Multiplayer, Racing",The Crew™,29.99,241560,Ivory Tower in collaboration with Ubisoft Reflections,ShadicTripleSeven,1508.0,True,2,128
96574,Adventure,Game of Thrones - A Telltale Games Series,29.99,330840,Telltale Games,vrspanky,824.0,True,1,144
96654,Indie,Potatoman Seeks the Troof,3.99,328500,Pixeljam,76561198086130805,58.0,True,1,249
96657,"Action, Casual, Indie, Racing, Simulation, Sports",Quantum Rush Champions,9.99,317440,GameArt Studio GmbH,76561198103816527,283.0,False,0,66
96661,Action,Geometry Wars™ 3: Dimensions Evolved,14.99,310790,"Lucid Games,Aspyr (Mac &amp; Linux)",Sneakyscopez,614.0,True,2,0
96663,Adventure,Tales from the Borderlands,24.99,330830,Telltale Games,76561198077993857,1030.0,True,2,144
96763,"Action, Indie",Instant Dungeon!,1.99,326720,With The Love Studios,soisawce,13.0,False,2,102
96764,"Action, Casual, Free to Play",Lost Saga NA,0,266150,IO Entertainment,nitr0ticwolf,9.0,True,0,53
96774,"Action, Free to Play, Indie, RPG",Akaneiro: Demon Hunters,0,230310,Spicy Horse,iMurder,10.0,True,2,82
96775,"Casual, Indie, Strategy",The Jackbox Party Pack,24.99,331670,"Jackbox Games, Inc.",76561198065344627,335.0,True,2,213
96782,"Adventure, Indie, Simulation",This War of Mine,19.99,282070,11 bit studios,Unplanned_stategy,3.0,True,0,179
96962,"Action, Strategy",Bloons TD 5,9.99,306020,Ninja Kiwi,BrutalLegend69,126.0,True,2,139
96996,"Adventure, Casual, Free to Play, Indie",Everlasting Summer,0,331470,Soviet Games,76561198092017642,45.0,True,2,147
97020,"Action, Indie, RPG, Simulation, Early Access",Dragon: The Game,17.99,305960,Sky Drake Studios,pcg4m3r,81.0,False,2,110
97022,"Casual, Free to Play, Indie, Massively Multiplayer, RPG",Eldevin,0,298160,Hunted Cow Studios,cromfayer,1.0,True,2,194
97040,Indie,Five Nights at Freddy's 2,7.99,332800,Scott Cawthon,Rawrimaviking,88.0,True,1,249
97225,"Action, Adventure",Assassin's Creed® Unity,29.99,289650,Ubisoft,76561198070259755,1974.0,False,0,1
97285,"Action, RPG, Strategy",Valkyria Chronicles™,19.99,294860,SEGA,jewxxl,1735.0,True,2,133
97429,"Action, Adventure, Indie, Racing",Retro City Rampage™ DX,14.99,204630,"Vblank Entertainment, Inc.",Knight-Silver,126.0,True,0,42
97465,"Action, Adventure",LEGO® Batman™3: Beyond Gotham,19.99,313690,"TT Games Ltd,Feral Interactive (Mac)",76561197993795661,3006.0,False,0,1
97492,"Adventure, Indie",The Detail,3.99,319970,Rival Games Ltd,76561198088957798,227.0,True,2,171
97496,"Action, RPG",Lords Of The Fallen™,29.99,265300,"CI Games,Deck 13",ITCGaming101,1578.0,False,2,130
97547,"Action, Adventure, Indie, RPG",Majestic Nights,4.99,284140,Epiphany Games,natz_ormsby,125.0,True,2,35
97548,"Action, Indie, Massively Multiplayer, Early Access",AXYOS,7.99,318100,Axyos Games,76561198087095625,316.0,False,1,105
97552,Action,Call of Duty®: Advanced Warfare - Gold Edition,59.99,209650,"Sledgehammer Games,Raven Software",JamFusion,429.0,False,2,0
97720,"Action, Indie",Depth,19.99,274940,Digital Confectioners,76561198032400276,1584.0,True,2,102
97935,"Action, Free to Play, Indie, RPG, Early Access",Skara - The Blade Remains,0,274620,8-Bit Studio,1stpionpaul,8.0,False,0,83
97938,"Adventure, Indie, RPG, Strategy",Dungeon of the Endless™,11.99,249050,AMPLITUDE Studios,OfficialRagey,1136.0,True,2,178
97996,"Action, Adventure, Indie, RPG, Early Access",Hardland,14.99,321980,Mountain Sheep,76561198077727871,756.0,True,2,36
97997,"Action, Free to Play, Indie",Double Action: Boogaloo,0,317360,Double Action Factory,76561198051777058,6.0,True,2,76
98329,Strategy,Sid Meier's Civilization®: Beyond Earth™,39.99,65980,"Firaxis Games,Aspyr (Mac, Linux)",76561198136124164,4185.0,False,1,287
98489,"Adventure, Indie",Squishy the Suicidal Pig,1.99,318430,"Tomi Maarela,Elias Viglione",f4fphoenix,25.0,True,2,171
98569,"Action, Indie, RPG",Ziggurat,14.99,308420,Milkstone Studios,Steam_FX-,157.0,True,2,107
98605,"Action, Indie, RPG",Paranautical Activity: Deluxe Atonement Edition,9.99,250580,Digerati Distribution,cam5699,75.0,True,2,107
98641,"Action, Indie, Simulation, Strategy",Door Kickers,19.99,248610,KillHouse Games,76561198121314683,232.0,True,0,123
98695,"Action, Indie",DeadCore,9.99,284460,5 Bits Games,John_J_Rambo,22.0,True,2,102
98704,"Indie, Strategy",Eufloria HD,14.99,221180,"Rudolf Kremers &amp; Alex May,Tuna",76561198066774340,263.0,True,2,270
98705,"Adventure, Indie, RPG",Legend of Grimrock 2,23.99,251730,Almost Human Games,76561198047217892,357.0,True,2,175
98717,"Action, Adventure, Indie, RPG, Early Access",Salt,14.99,327860,Lavaboots Studios,76561198057994295,571.0,True,2,36
98719,"Free to Play, RPG, Strategy",Pox Nora,0,201210,Desert Owl Games LLC,chendolrockerz,1.0,True,1,243
98724,"Action, RPG",Borderlands: The Pre-Sequel,39.99,261640,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",luduwick,2599.0,True,2,130
99209,"Action, Adventure, Racing",Sleeping Dogs: Definitive Edition,29.99,307690,"United Front Games,Feral Interactive (Mac)",76561198004203858,394.0,True,2,48
99253,Adventure,Damned,9.99,251170,9heads Game Studios,76561198058805905,2433.0,True,2,144
99303,Action,Alien: Isolation,39.99,214490,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",thebtb,279.0,True,1,0
99498,"Action, Adventure",Disney•Pixar Toy Story 3: The Video Game,19.99,300820,Avalanche Software,76561198070836543,5.0,False,2,1
99499,RPG,FINAL FANTASY® XIII,15.99,292120,Square Enix,76561198047049238,243.0,True,1,273
99559,Action,Ryse: Son of Rome,19.99,302510,Crytek,76561198110065267,488.0,False,1,0
99631,"Action, Adventure",Disney Universe,19.99,316260,Eurocom,Jyep,278.0,True,2,1
99632,"Action, Adventure, RPG",Gauntlet™ Slayer Edition,19.99,258970,Arrowhead Game Studios,herculesmorse,198.0,False,2,47
99720,"Action, Adventure",Schrödinger’s Cat And The Raiders Of The Lost Quark,9.99,295490,Italic Pig,76561198073347121,283.0,True,2,1
99721,"Casual, Simulation, Strategy",TransOcean: The Shipping Company,19.99,289930,Deck13 Hamburg,76561198079351819,217.0,True,2,218
99725,"Action, Casual",Beyond Gravity,1.99,317510,Qwiboo Ltd,76561198060150729,30.0,True,2,52
99727,"Simulation, Strategy",911: First Responders®,4.99,323610,Sixteen Tons Entertainment,76561198093360199,14102.0,True,2,283
99728,"Adventure, Indie",The Vanishing of Ethan Carter,19.99,258520,The Astronauts,mmunchies,255.0,True,2,171
99735,"Action, RPG, Simulation",Starpoint Gemini 2,34.99,236150,Little Green Men Games,76561197996563861,3.0,True,2,131
99756,"Action, Adventure, Indie, RPG",TinyKeep,9.99,278620,Phigames,trueguess100,114.0,True,2,35
99760,"Action, Casual, Indie, Sports",STARWHAL,11.99,263020,Breakfall,76561198057649058,299.0,True,0,69
99764,"Action, Adventure, Indie",Outland,9.99,305050,Housemarque,Galixity,193.0,True,2,28
99768,Action,The Stalin Subway,3.99,311140,Orion Games,76561198093397435,15.0,False,0,0
99769,Action,Quake Live™,9.99,282440,id Software,B1shy,327.0,False,0,0
100249,RPG,FINAL FANTASY IV,15.99,312750,"Square Enix,DotEmu SAS.",76561198097404867,237.0,True,2,273
100250,"Adventure, Indie, RPG, Strategy",Shadowrun: Dragonfall - Director's Cut,14.99,300550,Harebrained Schemes,76561198064747645,252.0,True,2,178
100267,"Adventure, Casual, Free to Play, Indie, Simulation",Rising Angels: Reborn,0,321840,IDHAS Studios,76561198078767295,4.0,True,2,151
100269,"Adventure, Casual, Indie",Uriel's Chasm,4.99,292630,Rail Slave Games,4tiles,215.0,False,0,153
100305,"Casual, Indie, Strategy",Hexcells Infinite,4.99,304410,Matthew Brown,76561198063916425,896.0,True,0,213
100313,"Indie, RPG",Runers,9.99,306550,LGK Games,Sexymansexsex,1128.0,True,2,254
100315,"Action, Casual, Indie",Borealis,4.99,307170,Conrad Nelson,76561198037116178,1.0,True,1,63
100319,"Casual, Indie, Simulation",Train Fever,19.99,304730,Urban Games,76561198070845116,57.0,True,2,209
100322,"Casual, Free to Play, Indie, Early Access",Anarchy Arcade,Free,266430,Elijah Newman-Gomez,76561198075036075,14.0,True,2,193
100527,"Casual, Indie, Simulation",Hatoful Boyfriend,9.99,310080,"Mediatonic,Hato Moa,The Irregular Corporation",76561198095949899,123.0,True,2,209
100554,Action,Dead Rising 3 Apocalypse Edition,29.99,265550,Capcom Game Studio Vancouver,GirlzLikeBears,2544.0,True,0,0
100704,"Free to Play, Indie, Massively Multiplayer, Strategy",Infinity Wars: Animated Trading Card Game,0,257730,Lightmare Studios,76561198079227569,190.0,True,2,229
100742,"Action, Indie",Velocibox,7.99,317710,Shawn Beck,RileStar07,121.0,True,1,102
100748,Racing,Ford Racing 3,4.99,315600,Razorworks,76561198069240065,1746.0,True,2,277
100750,"Adventure, Casual, Indie",Hack 'n' Slash,13.37,246070,Double Fine Productions,LozzDog,121.0,False,1,153
100766,"Action, Indie, Sports",Lethal League,13.99,261180,Team Reptile,76561198035632910,23.0,True,1,125
100820,"Free to Play, Indie, Massively Multiplayer, Racing, RPG, Strategy",Darkwind: War on Wheels,0,295710,Psychic Software,vclocks,25.0,False,1,228
100845,"Casual, Indie, RPG, Simulation",Mountain,0.99,313340,David OReilly,76561198066794851,12.0,True,0,206
100965,"Adventure, Indie",Detective Grimoire,6.99,272600,SFB Games,iconfuseu,197.0,True,2,171
100966,"Action, Free to Play, Indie, Sports, Strategy, Early Access",ACE - Arena: Cyber Evolution,189.96,285580,Spearhead Games,Squiggley,18.0,True,2,86
100990,RPG,Risen 3 - Titan Lords,14.99,249230,Piranha Bytes,76561198167615021,697.0,True,2,273
100995,"Indie, Simulation",Five Nights at Freddy's,4.99,319510,Scott Cawthon,76561198024300582,14.0,False,0,263
101349,"RPG, Strategy",King's Bounty: Dark Side,12.99,289520,1C-SoftClub,76561198079899934,13019.0,False,2,276
101350,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer",Cubic Castles,0,317470,Cosmic Cow LLC,76561198072812024,276.0,False,2,5
101498,"Indie, Strategy",OTTTD,7.99,312630,SMG Studio,76561198065109854,453.0,True,2,270
101500,Action,Ultra Street Fighter® IV,29.99,45760,Capcom,76561198107732375,4413.0,True,2,0
101608,"Adventure, Free to Play, Massively Multiplayer, RPG, Simulation",Amazing World™,0,293500,Ganz,76561198044042604,19.0,True,0,169
101656,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",From the Depths,19.99,268650,Brilliant Skies Ltd.,76561198071058587,478.0,True,1,39
101713,"Free to Play, Massively Multiplayer, RPG",Royal Quest,0,295550,Katauri,76561198018601156,5.0,True,2,237
101743,"Free to Play, Simulation, Strategy",Battle Islands,0,305260,DR Studios,TheAussieMozzie,1286.0,True,0,246
101819,"Action, Indie, Sports",Epigenesis,0,244590,Dead Shark Triplepunch,76561198078730600,75.0,True,0,125
101846,"Action, Free to Play, Indie, Massively Multiplayer, RPG",Guns and Robots,0,293540,Masthead Studios Ltd,ShinYBralls,26.0,True,2,79
102014,"Indie, Simulation, Sports",Mount Your Friends,4.99,296470,Stegersaurus Software Inc.,76561198086083118,113.0,True,2,265
102119,"Simulation, Strategy",Industry Empire,19.99,291930,Actalogic,76561198146862794,294.0,False,0,283
102120,"Racing, Sports",Colin McRae Rally,6.99,287340,Codemasters Digital,76561198081078143,122.0,False,1,280
102122,"Adventure, Indie, RPG, Simulation",Pixel Piracy,9.99,264140,Vitali Kirpu,JuanManSnipez,277.0,True,1,177
102382,"Action, Indie",Lovely Planet,5.99,298600,QUICKTEQUILA,76561198076652961,269.0,True,0,102
102403,"Action, Indie, RPG",Super Trench Attack!,4.99,311870,Retro Army Limited,76561198141576697,130.0,True,2,107
102407,"Adventure, Indie",Gods Will Be Watching,9.99,274290,Deconstructeam,HamThePanMan,47.0,True,1,171
102435,"Casual, Indie, Strategy",Terrorhedron Tower Defense,1.99,299720,Dan Walters,76561198011493875,403.0,True,2,213
102441,"Action, Indie, RPG",UnEpic,12.99,233980,@unepic_fran,76561198086462653,2209.0,True,2,107
102457,"Adventure, Free to Play, Indie",Only If,0,298260,Creability,76561198005066500,34.0,True,2,164
102577,"Action, Adventure, Indie, Early Access",The Fifth Day,14.99,312210,Touz,elgerjp,242.0,True,2,29
102580,"Action, Indie",Murder Miners,0.99,274900,JForce Games,aharmlesssquirell,375.0,True,2,102
102649,"Indie, Sports",OlliOlli,12.99,274250,"Roll7,General Arcade",76561198064548559,532.0,False,2,269
102661,"Action, Adventure",Blood: One Unit Whole Blood,4.99,299030,Monolith Productions,naeux,13.0,True,0,1
102663,"Action, Adventure, Indie",Super Panda Adventures,2.99,311190,BlueEagle Productions,FRANK00010,1031.0,True,2,28
102664,"Adventure, Indie, RPG",Soul Gambler,2.99,313020,Tlön Studios,76561198100375719,303.0,True,1,175
102672,"Action, Adventure, Indie",Abyss Odyssey,14.99,255070,ACE Team,OfamosoJOTACE,449.0,False,0,28
102677,"Action, Adventure, Casual, Indie",Aperture Tag: The Paint Gun Testing Initiative,4.99,280740,Aperture Tag Team,76561198079857796,250.0,True,2,10
102713,"Action, Free to Play, Indie, Early Access",Wild Warfare,2.99,312150,Hyper Hippo Games,76561198100807328,3.0,True,2,77
102737,"Indie, Strategy",Meridian: New World,6.99,265120,Elder Games,Reaper_of_the_winds,1588.0,True,2,270
102743,Sports,Real Boxing™,4.99,296770,Vivid Games S.A.,76561198080358856,124.0,True,2,285
